52.0 APEX_CODE,FINEST;APEX_PROFILING,NONE;CALLOUT,NONE;DB,INFO;NBA,NONE;SYSTEM,NONE;VALIDATION,NONE;VISUALFORCE,NONE;WAVE,NONE;WORKFLOW,NONE
			10:32:53.2 (30865772)|VARIABLE_ASSIGNMENT|[116]|this.Notify_When_Order_Is_Created__c|true|0x58bfd4a3
		10:32:53.2 (30891043)|METHOD_EXIT|[104]|01p1y000002t305|Builder.AccountBuilder.setNotifyWhenOrderIsCreated(Boolean)
		10:32:53.2 (30915393)|METHOD_ENTRY|[105]|01p1y000002t305|Builder.AccountBuilder.build()
			10:32:53.2 (30940178)|VARIABLE_SCOPE_BEGIN|[120]|this|Builder.AccountBuilder|true|false
			10:32:53.2 (30973302)|VARIABLE_ASSIGNMENT|[120]|this|{"acc":"0x58bfd4a3"}|0x51f47407
		10:32:53.2 (31019387)|METHOD_EXIT|[105]|01p1y000002t305|Builder.AccountBuilder.build()
		10:32:53.2 (31066946)|VARIABLE_ASSIGNMENT|[101]|InvocableNotifyClinicNewOrderTest.defaultClinic|{"ABN__c":"00000000000","Name":"Default Clinic","Prac_email__c":"practemail@testgmail (4 more) ...","Notify_When_Order_Is_Created__c":true}|0x58bfd4a3
		10:32:53.2 (31164968)|DML_BEGIN|[107]|Op:Insert|Type:Account|Rows:1
		10:32:53.2 (99251873)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Account:new
		10:32:53.2 (99585612)|CODE_UNIT_FINISHED|Validation:Account:new
		10:32:53.2 (103679950)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
		10:32:53.2 (163486950)|CODE_UNIT_FINISHED|DuplicateDetector
		10:32:53.260 (260157460)|ENTERING_MANAGED_PKG|smsg
		10:32:53.260 (270059668)|ENTERING_MANAGED_PKG|smsg
		10:32:53.260 (271091382)|ENTERING_MANAGED_PKG|smsg
		10:32:53.260 (271381925)|ENTERING_MANAGED_PKG|smsg
		10:32:53.2 (280126942)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Account
			10:32:53.317 (317533835)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (328143679)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (333374129)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (334171493)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (334464777)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (334636645)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (345241952)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (345705644)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (349393634)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (349461528)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (353306663)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (354009771)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (354147851)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (354220443)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (354288157)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (361202518)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (361318044)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (368305964)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.317 (368428769)|ENTERING_MANAGED_PKG|TwilioSF
			10:32:53.400 (400376665)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (408779492)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (409558961)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (414735212)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (414954189)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (419801858)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:32:53.400 (419874031)|ENTERING_MANAGED_PKG|Dropbox_for_SF
		10:32:53.2 (660833537)|CODE_UNIT_FINISHED|Workflow:Account
		10:32:53.2 (662374011)|DML_END|[107]
		10:32:53.2 (662877715)|VARIABLE_ASSIGNMENT|[109]|InvocableNotifyClinicNewOrderTest.defaultClinicCustomSetting|{}|0x78f3030
		10:32:53.2 (663151242)|VARIABLE_ASSIGNMENT|[110]|this.Id__c|"0011y00000OF2pUAAT"|0x78f3030
		10:32:53.2 (663232400)|DML_BEGIN|[112]|Op:Upsert|Type:DefaultPractitionerId__c|Rows:1
		10:32:53.2 (706562217)|DML_END|[112]
		10:32:53.2 (706864806)|VARIABLE_ASSIGNMENT|[114]|this.LastName|"Patient1"|0x5bbfedc7
		10:32:53.2 (706914983)|VARIABLE_ASSIGNMENT|[114]|this.AccountId|"0011y00000OF2pUAAT"|0x5bbfedc7
		10:32:53.2 (707016210)|VARIABLE_ASSIGNMENT|[114]|this.BC_CustomerGroup__c|1|0x5bbfedc7
		10:32:53.2 (732232173)|VARIABLE_SCOPE_BEGIN|[3]|GenericUtilsHelper.currentOrg|Organization|true|true
		10:32:53.2 (732335816)|VARIABLE_SCOPE_BEGIN|[101]|GenericUtilsHelper.mapRecordTypes|Map<String,RecordType>|true|true
		10:32:53.2 (732452460)|METHOD_ENTRY|[1]|01p2v00000SpN2Y|GenericUtilsHelper.GenericUtilsHelper()
			10:32:53.2 (732565708)|VARIABLE_ASSIGNMENT|[101]|GenericUtilsHelper.mapRecordTypes|{}|0x249e6185
		10:32:53.2 (732585303)|METHOD_EXIT|[1]|GenericUtilsHelper
		10:32:53.2 (732619202)|METHOD_ENTRY|[118]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
			10:32:53.2 (732682814)|VARIABLE_SCOPE_BEGIN|[102]|SobjectType|String|false|false
			10:32:53.2 (732705511)|VARIABLE_ASSIGNMENT|[102]|SobjectType|"Contact"
			10:32:53.2 (732713275)|VARIABLE_SCOPE_BEGIN|[102]|recordTypeName|String|false|false
			10:32:53.2 (732728649)|VARIABLE_ASSIGNMENT|[102]|recordTypeName|"Patient"
			10:32:53.2 (733415056)|SOQL_EXECUTE_BEGIN|[106]|Aggregations:0|SELECT Name, SobjectType FROM RecordType WHERE (SobjectType = :tmpVar1 AND Name = :tmpVar2)
			10:32:53.2 (797324711)|SOQL_EXECUTE_END|[106]|Rows:1
			10:32:53.2 (797552634)|VARIABLE_SCOPE_BEGIN|[106]|recordType|List<RecordType>|true|false
			10:32:53.2 (797620223)|VARIABLE_ASSIGNMENT|[106]|recordType|[{"Name":"Patient","SobjectType":"Contact","Id":"0122v000001c7CiAAI"}]|0x63aa5a76
			10:32:53.2 (797990771)|USER_DEBUG|[110]|DEBUG|RecordType:{Name=Patient, SobjectType=Contact, Id=0122v000001c7CiAAI}
		10:32:53.2 (798029734)|METHOD_EXIT|[118]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
		10:32:53.2 (798141692)|VARIABLE_ASSIGNMENT|[114]|this.RecordTypeId|"0122v000001c7CiAAI"|0x5bbfedc7
		10:32:53.2 (798186219)|VARIABLE_ASSIGNMENT|[114]|this.Email|"Patient@gmail.com"|0x5bbfedc7
		10:32:53.2 (798230070)|VARIABLE_ASSIGNMENT|[114]|this.BC_CustomerID__c|"00001"|0x5bbfedc7
		10:32:53.2 (798316674)|VARIABLE_ASSIGNMENT|[114]|InvocableNotifyClinicNewOrderTest.patient|{"LastName":"Patient1","AccountId":"0011y00000OF2pUAAT","BC_CustomerGroup__c":1,"RecordTypeId":"0122v000001c7CiAAI","Email":"Patient@gmail.com","BC_CustomerID__c":"00001"}|0x5bbfedc7
		10:32:53.2 (798379651)|VARIABLE_ASSIGNMENT|[122]|this.LastName|"Patient1"|0x52f84038
		10:32:53.2 (798418821)|VARIABLE_ASSIGNMENT|[122]|this.AccountId|"0011y00000OF2pUAAT"|0x52f84038
		10:32:53.2 (798491110)|VARIABLE_ASSIGNMENT|[122]|this.BC_CustomerGroup__c|1|0x52f84038
		10:32:53.2 (798518525)|METHOD_ENTRY|[126]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
			10:32:53.2 (798557643)|VARIABLE_SCOPE_BEGIN|[102]|SobjectType|String|false|false
			10:32:53.2 (798573712)|VARIABLE_ASSIGNMENT|[102]|SobjectType|"Contact"
			10:32:53.2 (798582914)|VARIABLE_SCOPE_BEGIN|[102]|recordTypeName|String|false|false
			10:32:53.2 (798596928)|VARIABLE_ASSIGNMENT|[102]|recordTypeName|"Practitioner"
			10:32:53.2 (798996343)|SOQL_EXECUTE_BEGIN|[106]|Aggregations:0|SELECT Name, SobjectType FROM RecordType WHERE (SobjectType = :tmpVar1 AND Name = :tmpVar2)
			10:32:53.2 (802328315)|SOQL_EXECUTE_END|[106]|Rows:1
			10:32:53.2 (802474507)|VARIABLE_SCOPE_BEGIN|[106]|recordType|List<RecordType>|true|false
			10:32:53.2 (802516507)|VARIABLE_ASSIGNMENT|[106]|recordType|[{"Name":"Practitioner","SobjectType":"Contact","Id":"0122v000001c7CjAAI"}]|0x4317527f
			10:32:53.2 (802664183)|USER_DEBUG|[110]|DEBUG|RecordType:{Name=Practitioner, SobjectType=Contact, Id=0122v000001c7CjAAI}
		10:32:53.2 (802694882)|METHOD_EXIT|[126]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
		10:32:53.2 (802761082)|VARIABLE_ASSIGNMENT|[122]|this.RecordTypeId|"0122v000001c7CjAAI"|0x52f84038
		10:32:53.2 (802801665)|VARIABLE_ASSIGNMENT|[122]|this.Email|"Practitioner@gmail.c (2 more) ..."|0x52f84038
		10:32:53.2 (802839821)|VARIABLE_ASSIGNMENT|[122]|this.BC_CustomerID__c|"00002"|0x52f84038
		10:32:53.2 (802912565)|VARIABLE_ASSIGNMENT|[122]|InvocableNotifyClinicNewOrderTest.practitioner|{"LastName":"Patient1","AccountId":"0011y00000OF2pUAAT","BC_CustomerGroup__c":1,"RecordTypeId":"0122v000001c7CjAAI","Email":"Practitioner@gmail.c (2 more) ...","BC_CustomerID__c":"00002"}|0x52f84038
		10:32:53.2 (803119106)|DML_BEGIN|[130]|Op:Insert|Type:Contact|Rows:2
		10:32:53.2 (869354765)|CODE_UNIT_STARTED|[EXTERNAL]|01q2v000001lcvz|ContactTrigger on Contact trigger event BeforeInsert|__sfdc_trigger/ContactTrigger
			10:32:53.2 (869590143)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:32:53.2 (869644721)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x38b454a8
			10:32:53.2 (869706770)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:32:53.2 (869727139)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x38b454a8
			10:32:53.2 (874730217)|VARIABLE_SCOPE_BEGIN|[2]|ContactTriggerHelper.firstExecution|Boolean|false|true
			10:32:53.2 (874832119)|METHOD_ENTRY|[1]|01p2v00000U4wnQ|ContactTriggerHelper.ContactTriggerHelper()
				10:32:53.2 (874903166)|VARIABLE_ASSIGNMENT|[2]|ContactTriggerHelper.firstExecution|true
			10:32:53.2 (874919660)|METHOD_EXIT|[1]|ContactTriggerHelper
			10:32:53.2 (874951319)|METHOD_ENTRY|[4]|01p2v00000U4wnQ|ContactTriggerHelper.updateOwnerCreatedByAPractitionerCommunity(List<Contact>)
				10:32:53.2 (875013159)|VARIABLE_SCOPE_BEGIN|[21]|contactList|List<Contact>|true|false
				10:32:53.2 (892572368)|VARIABLE_ASSIGNMENT|[21]|contactList|[{"Student__c":false,"Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pUAAT","Email":"patient@gmail.com","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CiAAI","Record_Type_Display__c":"Patient","Customer_Group__c":"16","Customer_Pricing__c":"Retail","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (1 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00001","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1},{"Student__c":false,"Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pUAAT","Email":"practitioner@gmail.c (2 more) ...","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CjAAI","Record_Type_Display__c":"Practitioner","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (1 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00002","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1}]|0x2577ebb2
				10:32:53.2 (892843719)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
				10:32:53.2 (892864185)|SYSTEM_METHOD_EXIT|[1]|UserInfo
				10:32:53.2 (892887295)|METHOD_ENTRY|[22]||System.UserInfo.getUserType()
				10:32:53.2 (893389387)|METHOD_EXIT|[22]||System.UserInfo.getUserType()
			10:32:53.2 (893459062)|METHOD_EXIT|[4]|01p2v00000U4wnQ|ContactTriggerHelper.updateOwnerCreatedByAPractitionerCommunity(List<Contact>)
		10:32:53.2 (895002208)|CODE_UNIT_FINISHED|ContactTrigger on Contact trigger event BeforeInsert|__sfdc_trigger/ContactTrigger
		10:32:53.2 (931319412)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Contact:new
		10:32:53.2 (931724738)|CODE_UNIT_FINISHED|Validation:Contact:new
		10:32:53.2 (931771522)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Contact:new
		10:32:53.2 (932050232)|CODE_UNIT_FINISHED|Validation:Contact:new
		10:32:53.2 (938555823)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
		10:32:53.2 (972467521)|CODE_UNIT_FINISHED|DuplicateDetector
		10:32:54.99 (1099799117)|ENTERING_MANAGED_PKG|smsg
		10:32:54.99 (1100338332)|ENTERING_MANAGED_PKG|smsg
		10:32:54.99 (1101089919)|ENTERING_MANAGED_PKG|smsg
		10:32:54.105 (1105135791)|CODE_UNIT_STARTED|[EXTERNAL]|01q2v000001lcvz|ContactTrigger on Contact trigger event AfterInsert|__sfdc_trigger/ContactTrigger
			10:32:54.105 (1105277219)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:32:54.105 (1105316463)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x256e3818
			10:32:54.105 (1105353533)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:32:54.105 (1105372238)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x256e3818
			10:32:54.105 (1105476707)|METHOD_ENTRY|[15]|01p2v00000U4wnQ|ContactTriggerHelper.createCustomerInBigCommerce(List<Contact>)
				10:32:54.105 (1105521170)|VARIABLE_SCOPE_BEGIN|[4]|contactList|List<Contact>|true|false
				10:32:54.105 (1108284463)|VARIABLE_ASSIGNMENT|[4]|contactList|[{"Student__c":false,"LastModifiedDate":"2022-01-26T23:32:54.000Z","Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pUAAT","Email":"patient@gmail.com","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","CreatedById":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CiAAI","Record_Type_Display__c":"Patient","Customer_Group__c":"16","Customer_Pricing__c":"Retail","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (19 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00001","SystemModstamp":"2022-01-26T23:32:54.000Z","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"CreatedDate":"2022-01-26T23:32:54.000Z","Id":"0031y00000IXfREAA1","LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1,"LastModifiedById":"0052v00000fQDGYAA4"},{"Student__c":false,"LastModifiedDate":"2022-01-26T23:32:54.000Z","Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pUAAT","Email":"practitioner@gmail.c (2 more) ...","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","CreatedById":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CjAAI","Record_Type_Display__c":"Practitioner","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (19 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00002","SystemModstamp":"2022-01-26T23:32:54.000Z","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"CreatedDate":"2022-01-26T23:32:54.000Z","Id":"0031y00000IXfRFAA1","LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1,"LastModifiedById":"0052v00000fQDGYAA4"}]|0x686affa
				10:32:54.105 (1108449158)|VARIABLE_SCOPE_BEGIN|[5]|customers2CreateInBigCommerceList|List<Contact>|true|false
