52.0 APEX_CODE,FINEST;APEX_PROFILING,NONE;CALLOUT,NONE;DB,INFO;NBA,NONE;SYSTEM,NONE;VALIDATION,NONE;VISUALFORCE,NONE;WAVE,NONE;WORKFLOW,NONE
		10:34:48.0 (9680330)|METHOD_EXIT|[102]|01p1y000002t305|Builder.AccountBuilder.setName(String)
		10:34:48.0 (9703575)|METHOD_ENTRY|[103]|01p1y000002t305|Builder.AccountBuilder.setPracEmail(String)
			10:34:48.0 (9721416)|VARIABLE_SCOPE_BEGIN|[110]|this|Builder.AccountBuilder|true|false
			10:34:48.0 (9750084)|VARIABLE_ASSIGNMENT|[110]|this|{"acc":"0x4ba8e57a"}|0x8cf6a47
			10:34:48.0 (9759596)|VARIABLE_SCOPE_BEGIN|[110]|pracEmail|String|false|false
			10:34:48.0 (9777493)|VARIABLE_ASSIGNMENT|[110]|pracEmail|"practemail@testgmail (4 more) ..."
			10:34:48.0 (9856916)|VARIABLE_ASSIGNMENT|[111]|this.Prac_email__c|"practemail@testgmail (4 more) ..."|0x4ba8e57a
		10:34:48.0 (9871572)|METHOD_EXIT|[103]|01p1y000002t305|Builder.AccountBuilder.setPracEmail(String)
		10:34:48.0 (9884956)|METHOD_ENTRY|[104]|01p1y000002t305|Builder.AccountBuilder.setNotifyWhenOrderIsCreated(Boolean)
			10:34:48.0 (9899242)|VARIABLE_SCOPE_BEGIN|[115]|this|Builder.AccountBuilder|true|false
			10:34:48.0 (9921755)|VARIABLE_ASSIGNMENT|[115]|this|{"acc":"0x4ba8e57a"}|0x8cf6a47
			10:34:48.0 (9931751)|VARIABLE_SCOPE_BEGIN|[115]|notifyWhenOrderIsCreated|Boolean|false|false
			10:34:48.0 (9946371)|VARIABLE_ASSIGNMENT|[115]|notifyWhenOrderIsCreated|true
			10:34:48.0 (10014575)|VARIABLE_ASSIGNMENT|[116]|this.Notify_When_Order_Is_Created__c|true|0x4ba8e57a
		10:34:48.0 (10031347)|METHOD_EXIT|[104]|01p1y000002t305|Builder.AccountBuilder.setNotifyWhenOrderIsCreated(Boolean)
		10:34:48.0 (10041838)|METHOD_ENTRY|[105]|01p1y000002t305|Builder.AccountBuilder.build()
			10:34:48.0 (10058573)|VARIABLE_SCOPE_BEGIN|[120]|this|Builder.AccountBuilder|true|false
			10:34:48.0 (10080810)|VARIABLE_ASSIGNMENT|[120]|this|{"acc":"0x4ba8e57a"}|0x8cf6a47
		10:34:48.0 (10101467)|METHOD_EXIT|[105]|01p1y000002t305|Builder.AccountBuilder.build()
		10:34:48.0 (10140500)|VARIABLE_ASSIGNMENT|[101]|InvocableNotifyClinicNewOrderTest.defaultClinic|{"ABN__c":"00000000000","Name":"Default Clinic","Prac_email__c":"practemail@testgmail (4 more) ...","Notify_When_Order_Is_Created__c":true}|0x4ba8e57a
		10:34:48.0 (10259493)|DML_BEGIN|[107]|Op:Insert|Type:Account|Rows:1
		10:34:48.0 (36418627)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Account:new
		10:34:48.0 (36668305)|CODE_UNIT_FINISHED|Validation:Account:new
		10:34:48.0 (37539061)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
		10:34:48.0 (74331465)|CODE_UNIT_FINISHED|DuplicateDetector
		10:34:48.161 (161169118)|ENTERING_MANAGED_PKG|smsg
		10:34:48.161 (162542697)|ENTERING_MANAGED_PKG|smsg
		10:34:48.161 (163096512)|ENTERING_MANAGED_PKG|smsg
		10:34:48.161 (163323652)|ENTERING_MANAGED_PKG|smsg
		10:34:48.0 (167278422)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Account
			10:34:48.182 (182160817)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (184442332)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (186247134)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (186697734)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (186816609)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (186893993)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (190594455)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (190697912)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (191580369)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (191627446)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (192937376)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (193638231)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (193751898)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (193805703)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (193859826)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (194815473)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (194893516)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (197616329)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.182 (197671552)|ENTERING_MANAGED_PKG|TwilioSF
			10:34:48.222 (222091313)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (223384945)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (224050557)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (224912368)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (225081582)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (226436262)|ENTERING_MANAGED_PKG|Dropbox_for_SF
			10:34:48.222 (226479745)|ENTERING_MANAGED_PKG|Dropbox_for_SF
		10:34:48.0 (242135784)|CODE_UNIT_FINISHED|Workflow:Account
		10:34:48.0 (243853913)|DML_END|[107]
		10:34:48.0 (245090002)|VARIABLE_ASSIGNMENT|[109]|InvocableNotifyClinicNewOrderTest.defaultClinicCustomSetting|{}|0x2843479c
		10:34:48.0 (245293206)|VARIABLE_ASSIGNMENT|[110]|this.Id__c|"0011y00000OF2pZAAT"|0x2843479c
		10:34:48.0 (245386072)|DML_BEGIN|[112]|Op:Upsert|Type:DefaultPractitionerId__c|Rows:1
		10:34:48.0 (283966336)|DML_END|[112]
		10:34:48.0 (284276095)|VARIABLE_ASSIGNMENT|[114]|this.LastName|"Patient1"|0x4987e586
		10:34:48.0 (284328907)|VARIABLE_ASSIGNMENT|[114]|this.AccountId|"0011y00000OF2pZAAT"|0x4987e586
		10:34:48.0 (284461072)|VARIABLE_ASSIGNMENT|[114]|this.BC_CustomerGroup__c|1|0x4987e586
		10:34:48.0 (285378498)|VARIABLE_SCOPE_BEGIN|[3]|GenericUtilsHelper.currentOrg|Organization|true|true
		10:34:48.0 (285399636)|VARIABLE_SCOPE_BEGIN|[101]|GenericUtilsHelper.mapRecordTypes|Map<String,RecordType>|true|true
		10:34:48.0 (285593971)|METHOD_ENTRY|[1]|01p2v00000SpN2Y|GenericUtilsHelper.GenericUtilsHelper()
			10:34:48.0 (285705426)|VARIABLE_ASSIGNMENT|[101]|GenericUtilsHelper.mapRecordTypes|{}|0x5dc9d1ef
		10:34:48.0 (285722381)|METHOD_EXIT|[1]|GenericUtilsHelper
		10:34:48.0 (285743912)|METHOD_ENTRY|[118]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
			10:34:48.0 (285778815)|VARIABLE_SCOPE_BEGIN|[102]|SobjectType|String|false|false
			10:34:48.0 (285799301)|VARIABLE_ASSIGNMENT|[102]|SobjectType|"Contact"
			10:34:48.0 (285806972)|VARIABLE_SCOPE_BEGIN|[102]|recordTypeName|String|false|false
			10:34:48.0 (285824760)|VARIABLE_ASSIGNMENT|[102]|recordTypeName|"Patient"
			10:34:48.0 (286478378)|SOQL_EXECUTE_BEGIN|[106]|Aggregations:0|SELECT Name, SobjectType FROM RecordType WHERE (SobjectType = :tmpVar1 AND Name = :tmpVar2)
			10:34:48.0 (338943780)|SOQL_EXECUTE_END|[106]|Rows:1
			10:34:48.0 (339169831)|VARIABLE_SCOPE_BEGIN|[106]|recordType|List<RecordType>|true|false
			10:34:48.0 (339231884)|VARIABLE_ASSIGNMENT|[106]|recordType|[{"Name":"Patient","SobjectType":"Contact","Id":"0122v000001c7CiAAI"}]|0x3183d04c
			10:34:48.0 (339593484)|USER_DEBUG|[110]|DEBUG|RecordType:{Name=Patient, SobjectType=Contact, Id=0122v000001c7CiAAI}
		10:34:48.0 (339626437)|METHOD_EXIT|[118]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
		10:34:48.0 (339733580)|VARIABLE_ASSIGNMENT|[114]|this.RecordTypeId|"0122v000001c7CiAAI"|0x4987e586
		10:34:48.0 (339825980)|VARIABLE_ASSIGNMENT|[114]|this.Email|"Patient@gmail.com"|0x4987e586
		10:34:48.0 (339868664)|VARIABLE_ASSIGNMENT|[114]|this.BC_CustomerID__c|"00001"|0x4987e586
		10:34:48.0 (339945115)|VARIABLE_ASSIGNMENT|[114]|InvocableNotifyClinicNewOrderTest.patient|{"LastName":"Patient1","AccountId":"0011y00000OF2pZAAT","BC_CustomerGroup__c":1,"RecordTypeId":"0122v000001c7CiAAI","Email":"Patient@gmail.com","BC_CustomerID__c":"00001"}|0x4987e586
		10:34:48.0 (340009021)|VARIABLE_ASSIGNMENT|[122]|this.LastName|"Patient1"|0x6d359d73
		10:34:48.0 (340066118)|VARIABLE_ASSIGNMENT|[122]|this.AccountId|"0011y00000OF2pZAAT"|0x6d359d73
		10:34:48.0 (340128209)|VARIABLE_ASSIGNMENT|[122]|this.BC_CustomerGroup__c|1|0x6d359d73
		10:34:48.0 (340154931)|METHOD_ENTRY|[126]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
			10:34:48.0 (340182563)|VARIABLE_SCOPE_BEGIN|[102]|SobjectType|String|false|false
			10:34:48.0 (340197831)|VARIABLE_ASSIGNMENT|[102]|SobjectType|"Contact"
			10:34:48.0 (340206327)|VARIABLE_SCOPE_BEGIN|[102]|recordTypeName|String|false|false
			10:34:48.0 (340219778)|VARIABLE_ASSIGNMENT|[102]|recordTypeName|"Practitioner"
			10:34:48.0 (340590880)|SOQL_EXECUTE_BEGIN|[106]|Aggregations:0|SELECT Name, SobjectType FROM RecordType WHERE (SobjectType = :tmpVar1 AND Name = :tmpVar2)
			10:34:48.0 (343753715)|SOQL_EXECUTE_END|[106]|Rows:1
			10:34:48.0 (343871560)|VARIABLE_SCOPE_BEGIN|[106]|recordType|List<RecordType>|true|false
			10:34:48.0 (343908869)|VARIABLE_ASSIGNMENT|[106]|recordType|[{"Name":"Practitioner","SobjectType":"Contact","Id":"0122v000001c7CjAAI"}]|0x6550b37c
			10:34:48.0 (344064529)|USER_DEBUG|[110]|DEBUG|RecordType:{Name=Practitioner, SobjectType=Contact, Id=0122v000001c7CjAAI}
		10:34:48.0 (344093628)|METHOD_EXIT|[126]|01p2v00000SpN2Y|GenericUtilsHelper.getRecordType(String, String)
		10:34:48.0 (344149502)|VARIABLE_ASSIGNMENT|[122]|this.RecordTypeId|"0122v000001c7CjAAI"|0x6d359d73
		10:34:48.0 (344186674)|VARIABLE_ASSIGNMENT|[122]|this.Email|"Practitioner@gmail.c (2 more) ..."|0x6d359d73
		10:34:48.0 (344230879)|VARIABLE_ASSIGNMENT|[122]|this.BC_CustomerID__c|"00002"|0x6d359d73
		10:34:48.0 (344298400)|VARIABLE_ASSIGNMENT|[122]|InvocableNotifyClinicNewOrderTest.practitioner|{"LastName":"Patient1","AccountId":"0011y00000OF2pZAAT","BC_CustomerGroup__c":1,"RecordTypeId":"0122v000001c7CjAAI","Email":"Practitioner@gmail.c (2 more) ...","BC_CustomerID__c":"00002"}|0x6d359d73
		10:34:48.0 (344528380)|DML_BEGIN|[130]|Op:Insert|Type:Contact|Rows:2
		10:34:48.0 (370742875)|CODE_UNIT_STARTED|[EXTERNAL]|01q2v000001lcvz|ContactTrigger on Contact trigger event BeforeInsert|__sfdc_trigger/ContactTrigger
			10:34:48.0 (370925506)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:34:48.0 (370974180)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3f569e13
			10:34:48.0 (371048102)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:34:48.0 (371078969)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3f569e13
			10:34:48.0 (372042534)|VARIABLE_SCOPE_BEGIN|[2]|ContactTriggerHelper.firstExecution|Boolean|false|true
			10:34:48.0 (372110375)|METHOD_ENTRY|[1]|01p2v00000U4wnQ|ContactTriggerHelper.ContactTriggerHelper()
				10:34:48.0 (372223584)|VARIABLE_ASSIGNMENT|[2]|ContactTriggerHelper.firstExecution|true
			10:34:48.0 (372240101)|METHOD_EXIT|[1]|ContactTriggerHelper
			10:34:48.0 (372260291)|METHOD_ENTRY|[4]|01p2v00000U4wnQ|ContactTriggerHelper.updateOwnerCreatedByAPractitionerCommunity(List<Contact>)
				10:34:48.0 (372296361)|VARIABLE_SCOPE_BEGIN|[21]|contactList|List<Contact>|true|false
				10:34:48.0 (387735475)|VARIABLE_ASSIGNMENT|[21]|contactList|[{"Student__c":false,"Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pZAAT","Email":"patient@gmail.com","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CiAAI","Record_Type_Display__c":"Patient","Customer_Group__c":"16","Customer_Pricing__c":"Retail","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (1 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00001","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1},{"Student__c":false,"Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pZAAT","Email":"practitioner@gmail.c (2 more) ...","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CjAAI","Record_Type_Display__c":"Practitioner","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (1 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00002","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1}]|0x746dc100
				10:34:48.0 (387968064)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
				10:34:48.0 (387987119)|SYSTEM_METHOD_EXIT|[1]|UserInfo
				10:34:48.0 (388016961)|METHOD_ENTRY|[22]||System.UserInfo.getUserType()
				10:34:48.0 (388484897)|METHOD_EXIT|[22]||System.UserInfo.getUserType()
			10:34:48.0 (388557270)|METHOD_EXIT|[4]|01p2v00000U4wnQ|ContactTriggerHelper.updateOwnerCreatedByAPractitionerCommunity(List<Contact>)
		10:34:48.0 (389718553)|CODE_UNIT_FINISHED|ContactTrigger on Contact trigger event BeforeInsert|__sfdc_trigger/ContactTrigger
		10:34:48.0 (404738248)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Contact:new
		10:34:48.0 (405086889)|CODE_UNIT_FINISHED|Validation:Contact:new
		10:34:48.0 (405132559)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Contact:new
		10:34:48.0 (405864688)|CODE_UNIT_FINISHED|Validation:Contact:new
		10:34:48.0 (406873969)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
		10:34:48.0 (429619218)|CODE_UNIT_FINISHED|DuplicateDetector
		10:34:48.520 (520228484)|ENTERING_MANAGED_PKG|smsg
		10:34:48.520 (520680743)|ENTERING_MANAGED_PKG|smsg
		10:34:48.520 (521271022)|ENTERING_MANAGED_PKG|smsg
		10:34:48.0 (524811464)|CODE_UNIT_STARTED|[EXTERNAL]|01q2v000001lcvz|ContactTrigger on Contact trigger event AfterInsert|__sfdc_trigger/ContactTrigger
			10:34:48.0 (524908575)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:34:48.0 (524942138)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x41f9bf3e
			10:34:48.0 (524968650)|VARIABLE_SCOPE_BEGIN|[1]|this|ContactTrigger|true|false
			10:34:48.0 (524982176)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x41f9bf3e
			10:34:48.0 (525068299)|METHOD_ENTRY|[15]|01p2v00000U4wnQ|ContactTriggerHelper.createCustomerInBigCommerce(List<Contact>)
				10:34:48.0 (525091873)|VARIABLE_SCOPE_BEGIN|[4]|contactList|List<Contact>|true|false
				10:34:48.0 (528432869)|VARIABLE_ASSIGNMENT|[4]|contactList|[{"Student__c":false,"LastModifiedDate":"2022-01-26T23:34:49.000Z","Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pZAAT","Email":"patient@gmail.com","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","CreatedById":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CiAAI","Record_Type_Display__c":"Patient","Customer_Group__c":"16","Customer_Pricing__c":"Retail","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (19 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00001","SystemModstamp":"2022-01-26T23:34:49.000Z","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"CreatedDate":"2022-01-26T23:34:49.000Z","Id":"0031y00000IXfROAA1","LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1,"LastModifiedById":"0052v00000fQDGYAA4"},{"Student__c":false,"LastModifiedDate":"2022-01-26T23:34:49.000Z","Reviews_IO__Review_Requested__c":false,"Current_User_Profile__c":"00e2v000004B3CC","AccountId":"0011y00000OF2pZAAT","Email":"practitioner@gmail.c (2 more) ...","DoNotCall":false,"Authorised_for_Direct_Import__c":false,"HasOptedOutOfFax":false,"Authorised_for_Liquid_Herbs__c":false,"Allergies_Alert__c":false,"Authorised_for_Compounding__c":false,"Average_Order_Value__c":0.00,"OwnerId":"0052v00000fQDGYAA4","CreatedById":"0052v00000fQDGYAA4","RecordTypeId":"0122v000001c7CjAAI","Record_Type_Display__c":"Practitioner","CC_My_Email__c":false,"Practitioners_name__c":"Default Clinic","Send_Script_Confirmation_Email__c":false,"Custom_Dropbox_Path__c":"Contacts/ Patient1 - (19 more) ...","IsDeleted":false,"IsEmailBounced":false,"RetryWishlistBCUpdate__c":false,"Is_customer_portal_enabled__c":false,"FxMed__c":false,"HasOptedOutOfEmail":false,"smsg__SMS_Opt_Out__c":false,"Reviews_IO__Invite_Review_from_Process_Flow__c":false,"BC_CustomerID__c":"00002","SystemModstamp":"2022-01-26T23:34:49.000Z","BC_Receive_Emails__c":true,"Notify_Patient__c":false,"Account_Created_Notification__c":false,"CreatedDate":"2022-01-26T23:34:49.000Z","Id":"0031y00000IXfRPAA1","LastName":"Patient1","Phone_Length__c":0,"BC_CustomerGroup__c":1,"LastModifiedById":"0052v00000fQDGYAA4"}]|0x6ddbd9b6
				10:34:48.0 (528572961)|VARIABLE_SCOPE_BEGIN|[5]|customers2CreateInBigCommerceList|List<Contact>|true|false
